First Name,Middle Name,Last Name,Phonetic First Name,Phonetic Middle Name,Phonetic Last Name,Name Prefix,Name Suffix,Nickname,File As,Organization Name,Organization Title,Organization Department,Birthday,Notes,Photo,Labels,E-mail 1 - Label,E-mail 1 - Value,E-mail 2 - Label,E-mail 2 - Value,Phone 1 - Label,Phone 1 - Value,Phone 2 - Label,Phone 2 - Value,Phone 3 - Label,Phone 3 - Value,Address 1 - Label,Address 1 - Formatted,Address 1 - Street,Address 1 - City,Address 1 - PO Box,Address 1 - Region,Address 1 - Postal Code,Address 1 - Country,Address 1 - Extended Address,Website 1 - Label,Website 1 - Value,Custom Field 1 - Label,Custom Field 1 - Value
OP Italy Nextev S.r.l.,,,,,,,,,,Nextev S.r.l.,,,,,,* myContacts,,,,,,+39 334 6025874,,,,,,,,,,,,,,,,,
OP Italy Novi Data Srl,,,,,,,,,,Novi Data Srl,,,,,,* myContacts,* ,commerciale@novidata.it,,,,+39 348 923 8523,,,,,,,,,,,,,,,,,
OP Italy Openforce srls Unipersonale,,,,,,,,,,Openforce srls Unipersonale,,,,,,* myContacts,* ,alessandrocamilli@openforce.it,,,,+39 02 21119472,,,,,,,,,,,,,,,,,
OP Italy Pixora,,,,,,,,,,Pixora,,,,,,* myContacts,* ,info@pixora.it,,,,+39 095 8252620,,,,,,,,,,,,,,,,,
OP Italy QuickStart2 Srl,,,,,,,,,,QuickStart2 Srl,,,,,,* myContacts,* ,l.guerra@quickstart2.com,,,,+39 031 035 2090,,,,,,,,,,,,,,,,,
OP Italy Rapsodoo Italia S.r.l.,,,,,,,,,,Rapsodoo Italia S.r.l.,,,,,,* myContacts,* ,info@rapsodoo.com,,,,+39 06 4 50 36 73,,,,,,,,,,,,,,,,,
OP Italy RWSdigital s.r.l.s,,,,,,,,,,RWSdigital s.r.l.s,,,,,,* myContacts,* ,fr.santonastaso@rwstech.com,,,,+39 081 1984 9123,,,,,,,,,,,,,,,,,
OP Italy STeSI Consulting,,,,,,,,,,STeSI Consulting,,,,,,* myContacts,* ,info@stesi.consulting,,,,+39 011 1911 8384,,,,,,,,,,,,,,,,,
OP Italy System Data Center S.p.A.,,,,,,,,,,System Data Center S.p.A.,,,,,,* myContacts,* ,sdc@sdcnet.it,,,,+39 0652357643,,,,,,,,,,,,,,,,,
OP Italy Teuron S.r.l.,,,,,,,,,,Teuron S.r.l.,,,,,,* myContacts,* ,info@teuron.it,,,,+39 055 010 8332,,,,,,,,,,,,,,,,,
OP Italy THERA S.r.l.,,,,,,,,,,THERA S.r.l.,,,,,,* myContacts,* ,amministrazione@thera.srl,,,,+39 348 223 7071,,,,,,,,,,,,,,,,,
OP Italy Unique Multimedia S.a.s.,,,,,,,,,,Unique Multimedia S.a.s.,,,,,,* myContacts,* ,stefano.vedovato@unique.it,,,,+39 0331 769810,,,,,,,,,,,,,,,,,
OP Italy UNITIVA SRL,,,,,,,,,,UNITIVA SRL,,,,,,* myContacts,* ,amministrazione@unitiva.it;,,,,+39 081 658 1180,,,,,,,,,,,,,,,,,
OP Italy Webcircles,,,,,,,,,,Webcircles,,,,,,* myContacts,* ,odoo.sales@webcircles.it,,,,+39 031 228 0931,,,,,,,,,,,,,,,,,
OP Jamaica ALLNETWORKS JAMAICA,,,,,,,,,,ALLNETWORKS JAMAICA,,,,,,* myContacts,* ,odoousa@allnetoworks.com,,,,+1 305 790 5441,,,,,,,,,,,,,,,,,
OP Jamaica Dymaxel Systems,,,,,,,,,,Dymaxel Systems,,,,,,* myContacts,* ,info@dymxel.com,,,,+1786 829 2109,,,,,,,,,,,,,,,,,
OP Jamaica M Mobile Lab limited,,,,,,,,,,M Mobile Lab limited,,,,,,* myContacts,,,,,,+1 (876) 622-3861,,,,,,,,,,,,,,,,,
OP Jamaica PaperLess Solutions Limited,,,,,,,,,,PaperLess Solutions Limited,,,,,,* myContacts,* ,start@paperless360.com,,,,+1 876-478-5172,,,,,,,,,,,,,,,,,
"OP Japan Pactera Technology Japan Co.,Ltd.",,,,,,,,,,"Pactera Technology Japan Co.,Ltd.",,,,,,* myContacts,* ,ODOO_Product@pactera.com,,,,+81-3-3520-9865,,,,,,,,,,,,,,,,,
OP Japan Quartile Limited,,,,,,,,,,Quartile Limited,,,,,,* myContacts,* ,info@quartile.co,,,,+81 93 707 3087,,,,,,,,,,,,,,,,,
OP Japan 株式会社Sazae,,,,,,,,,,株式会社Sazae,,,,,,* myContacts,* ,sales@sazae.com.au,,,,+81 75-366-4443,,,,,,,,,,,,,,,,,
OP Japan 株式会社リッケイ,,,,,,,,,,株式会社リッケイ,,,,,,* myContacts,* ,odoo-support-jp@rikkeisoft.com,,,,(+81) 3-6435-0754,,,,,,,,,,,,,,,,,
OP Jordan Al-Manhal Group,,,,,,,,,,Al-Manhal Group,,,,,,* myContacts,* ,amer-z@al-manhal.com,,,,+962 7 808 0070,,,,,,,,,,,,,,,,,
OP Jordan Flex Ops,,,,,,,,,,Flex Ops,,,,,,* myContacts,* ,fares.saffarini@flex-ops.com,,,,+962799534872,,,,,,,,,,,,,,,,,
OP Jordan IM Consulting,,,,,,,,,,IM Consulting,,,,,,* myContacts,* ,info@imconsult-jo.com,,,Mobile,+962778292760,,,,,Home,Taibah Complex11621 Amman Jordan,Taibah Complex11621 Amman Jordan,,,,,,,Home Page,https://imconsult-jo.com/,,
OP Jordan Midaad Consultations,,,,,,,,,,Midaad Consultations,,,,,,* myContacts,,,,,,+962 (79) 88-7688,,,,,,,,,,,,,,,,,
OP Jordan Pinnacle Innovation IT Consulting,,,,,,,,,,Pinnacle Innovation IT Consulting,,,,,,* myContacts,* ,sales@fraxnet.com,,,,+962 7 9927 5658,,,,,,,,,,,,,,,,,
OP Jordan Qaid,,,,,,,,,,Qaid,,,,,,* myContacts,* ,info@qaid.me,,,,+962 7 9777 2586,,,,,,,,,,,,,,,,,
OP Jordan Re-structure Tech,,,,,,,,,,Re-structure Tech,,,,,,* myContacts,* ,info@retechjo.com,,,,+962 7 99147472,,,,,,,,,,,,,,,,,
OP Jordan SkyTech,,,,,,,,,,SkyTech,,,,,,* myContacts,* ,info@e-skytech.com,,,,+962 6 553 1200,,,,,,,,,,,,,,,,,
OP Jordan Smart Way Business Solutions,,,,,,,,,,Smart Way Business Solutions,,,,,,* myContacts,* ,odoo@smartway.co,,,,+962 6 523 1318,,,,,,,,,,,,,,,,,
OP Jordan STRIDE Business Solutions,,,,,,,,,,STRIDE Business Solutions,,,,,,* myContacts,* ,admin@stridebs.com,,,,+962 7 8683 8387,,,,,,,,,,,,,,,,,
OP Jordan United Business Applications,,,,,,,,,,United Business Applications,,,,,,* myContacts,* ,smosleh@uba.com.jo,,,,+962 7 9914 9261,,,,,,,,,,,,,,,,,
OP Kazakhstan AppStream LLP,,,,,,,,,,AppStream LLP,,,,,,* myContacts,* ,info@appstream.kz,,,,+7 777 999 4366,,,,,,,,,,,,,,,,,
"OP Kazakhstan LLP""NORSEC TECHNOLOGIES""",,,,,,,,,,"LLP""NORSEC TECHNOLOGIES""",,,,,,* myContacts,* ,s.mirassova@norsec.kz,,,,+7 701 739 2423,,,,,,,,,,,,,,,,,
OP Kenya Auraska Infotech Limited,,,,,,,,,,Auraska Infotech Limited,,,,,,* myContacts,* ,deepali@auraska.ke,,,,+254 793 913609,,,,,,,,,,,,,,,,,
OP Kenya Cloud Innovations Limited,,,,,,,,,,Cloud Innovations Limited,,,,,,* myContacts,* ,akosero@cloudinnovations.co.ke,,,,+254 721 700748,,,,,,,,,,,,,,,,,
OP Kenya Gravity Solutions Ltd,,,,,,,,,,Gravity Solutions Ltd,,,,,,* myContacts,* ,francis.muigai@gravitysolutions.net,,,,+254 722 833515,,,,,,,,,,,,,,,,,
OP Kenya HyperThink Systems Limited,,,,,,,,,,HyperThink Systems Limited,,,,,,* myContacts,* ,sales@hyperthinkkenya.co.ke,,,,+254 789174065,,,,,,,,,,,,,,,,,
OP Kenya Innovus Tech Consultants Limited,,,,,,,,,,Innovus Tech Consultants Limited,,,,,,* myContacts,* ,yunus.bharadia@innovus.co.ke,,,,+254 722 659121,,,,,,,,,,,,,,,,,
OP Kenya Integrity Business Outsourcing Solutions,,,,,,,,,,Integrity Business Outsourcing Solutions,,,,,,* myContacts,* ,bijal@ibos.co.ke,,,,+254 728 111 432,,,,,,,,,,,,,,,,,
OP Kenya Kola Technologies Ltd Kenya,,,,,,,,,,Kola Technologies Ltd Kenya,,,,,,* myContacts,* ,admin@kolapro.com,,,,+254 746 352911,,,,,,,,,,,,,,,,,
OP Kenya Magnolia Technology Solutions,,,,,,,,,,Magnolia Technology Solutions,,,,,,* myContacts,* ,info@magnolia.co.ke,,,,+254 745818250,,,,,,,,,,,,,,,,,
OP Kenya Sainath Solutions Ltd.,,,,,,,,,,Sainath Solutions Ltd.,,,,,,* myContacts,* ,jaisnair1972@gmail.com,,,,+254 799 154414,,,,,,,,,,,,,,,,,
OP Kenya SERPENTCS AFRICA LTD,,,,,,,,,,SERPENTCS AFRICA LTD,,,,,,* myContacts,* ,info@erpbox-solutions.com,,,,+91-903-347-2982,,,,,,,,,,,,,,,,,
OP Kenya Trinate Global Limited,,,,,,,,,,Trinate Global Limited,,,,,,* myContacts,* ,elen.shah@trinateglobal.com,,,,+254 733 794655,,,,,,,,,,,,,,,,,
OP Kuwait Centrix Plus Integrated Solution,,,,,,,,,,Centrix Plus Integrated Solution,,,,,,* myContacts,* ,Burhan@centrixplus.com,,,,+965 2208 5405,,,,,,,,,,,,,,,,,
OP Kuwait Digital Roots,,,,,,,,,,Digital Roots,,,,,,* myContacts,* ,info@digitalroots.com.kw,,,,+965 9998 3087,,,,,,,,,,,,,,,,,
OP Kuwait Eco Tech,,,,,,,,,,Eco Tech,,,,,,* myContacts,* ,nada@ecotechq8.com,,,,+965 9975 7254,,,,,,,,,,,,,,,,,
OP Kuwait eCubes for Integrated IT Solutions,,,,,,,,,,eCubes for Integrated IT Solutions,,,,,,* myContacts,* ,haragy@ecubes.net,,,,+965 99075561,,,,,,,,,,,,,,,,,
OP Kuwait EWC General Trading & Contracting WLL,,,,,,,,,,EWC General Trading & Contracting WLL,,,,,,* myContacts,* ,Sales@envw.com,,,,+965 9600 7860,,,,,,,,,,,,,,,,,
OP Kuwait Kuwait Protocol General Trading Company,,,,,,,,,,Kuwait Protocol General Trading Company,,,,,,* myContacts,* ,info@kpgtc.net,,,,+965 97782020,,,,,,,,,,,,,,,,,
OP Kuwait Metalinks,,,,,,,,,,Metalinks,,,,,,* myContacts,* ,info@metalinks.com.kw,,,,+965 94733661,,,,,,,,,,,,,,,,,
OP Kuwait MicroSolutions Kuwait,,,,,,,,,,MicroSolutions Kuwait,,,,,,* myContacts,* ,webinfo@mskuwait.com,,,,+965 66955679,,,,,,,,,,,,,,,,,
OP Kuwait Morison Advisory AlKhuzam & Co.,,,,,,,,,,Morison Advisory [AlKhuzam & Co.],,,,,,* myContacts,* ,info@alkhuzam.com,,,,+965 6616 2610,,,,,,,,,,,,,,,,,
OP Kuwait One Iteration for Technical and computer services,,,,,,,,,,One Iteration for Technical and computer services,,,,,,* myContacts,* ,e.elhosary@one-iteration.com,,,,+965 555 73441,,,,,,,,,,,,,,,,,
OP Kuwait Pro Comrades,,,,,,,,,,Pro Comrades,,,,,,* myContacts,* ,l.elbon@procomrades.com,,,,+965 96045454,,,,,,,,,,,,,,,,,
OP Kuwait Seventh Dimension,,,,,,,,,,Seventh Dimension,,,,,,* myContacts,* ,odoo@7d.com.kw,,,,+965 6069 9986,,,,,,,,,,,,,,,,,
OP Kuwait Uptickmark Technologies,,,,,,,,,,Uptickmark Technologies,,,,,,* myContacts,* ,info@uptickmark.com,,,,+965 9900 6650,,,,,,,,,,,,,,,,,
OP Latvia- Midis RSEZ,,,,,,,,,,Midis RSEZ,,,,,,* myContacts,* ,odoo@midis.eu,,,,+37120000828,,,,,,,,,,,,,,,,,
OP Lebanon Analyb,,,,,,,,,,Analyb,,,,,,* myContacts,* ,info@analyb.com,,,,+961 81 237 688,,,,,,,,,,,,,,,,,
OP Lebanon Azkatech,,,,,,,,,,Azkatech,,,,,,* myContacts,* ,info@azka.tech,,,,+961 3 123 977,,,,,,,,,,,,,,,,,
OP Lebanon Credobyte,,,,,,,,,,Credobyte,,,,,,* myContacts,* ,info@credobyte.com,,,,+961 4 71 05 05,,,,,,,,,,,,,,,,,
OP Lebanon EDM-Engineering Design & Manufacturing,,,,,,,,,,EDM - Engineering Design & Manufacturing,,,,,,* myContacts,* ,info@edm-tech.com,,,,+961 3 729 105,,,,,,,,,,,,,,,,,
OP Lebanon ERP Cloud S.a.r.l,,,,,,,,,,ERP Cloud S.a.r.l,,,,,,* myContacts,* ,ali.atwi@erpxcloud.com,,,,+961 5 459 982,,,,,,,,,,,,,,,,,
OP Lebanon Evolusys,,,,,,,,,,Evolusys,,,,,,* myContacts,* ,contact@evolusys.com,,,,+961 1 550 516,,,,,,,,,,,,,,,,,
OP Lebanon Global Technology Solutions,,,,,,,,,,Global Technology Solutions,,,,,,* myContacts,* ,kamil.geadah@gtslb.com,,,,+961 1 900 044,,,,,,,,,,,,,,,,,
OP Lebanon International Software Solutions,,,,,,,,,,International Software Solutions,,,,,,* myContacts,* ,hataher@iss-mea.com,,,,+961 1 80 57 75,,,,,,,,,,,,,,,,,
OP Lebanon ITOS,,,,,,,,,,ITOS,,,,,,* myContacts,* ,management@itos-me.com,,,,+963 992 212 265,,,,,,,,,,,,,,,,,
OP Lebanon NavyBits,,,,,,,,,,NavyBits,,,,,,* myContacts,* ,Info@navybits.com,,,,+961 81 92 00 75,,,,,,,,,,,,,,,,,
OP Lebanon Plennix Technologies,,,,,,,,,,Plennix Technologies,,,,,,* myContacts,* ,sales.lebanon@plennix.com,,,,+961 76 529 766,,,,,,,,,,,,,,,,,
OP Lebanon Talent Minds,,,,,,,,,,Talent Minds,,,,,,* myContacts,* ,info@talent-minds.com,,,,+961 3 954 864,,,,,,,,,,,,,,,,,
OP Lebanon Tecomsa S.A.L.,,,,,,,,,,Tecomsa S.A.L.,,,,,,* myContacts,* ,odoo@tecomsa.me,,,,+961 1 399 996,,,,,,,,,,,,,,,,,
OP Lebanon Twister Tech,,,,,,,,,,Twister Tech,,,,,,* myContacts,* ,mohamedsabra@twister.tech,,,,+961 3 829 893,,,,,,,,,,,,,,,,,
OP Lebanon Zmaestro,,,,,,,,,,Zmaestro,,,,,,* myContacts,* ,info@zmaestro.com,,,,+961 81813934,,,,,,,,,,,,,,,,,
OP Libya Aamal Digital Transformation,,,,,,,,,,Aamal Digital Transformation,,,,,,* myContacts,* ,Info@aamal.ly,,,,+218 91-7685922,,,,,,,,,,,,,,,,,
OP Libya Cubes Libya,,,,,,,,,,Cubes Libya,,,,,,* myContacts,* ,Info@cubes.ly,,,,+218 91-5688884,,,,,,,,,,,,,,,,,
OP Libya Digital Wisdom Information Technology LLC,,,,,,,,,,Digital Wisdom Information Technology LLC,,,,,,* myContacts,* ,info@wisdo.ly,,,,+218 91-7152801,,,,,,,,,,,,,,,,,
OP Libya Gazzal Libya,,,,,,,,,,Gazzal Libya,,,,,,* myContacts,* ,fathi.azouz@gazzal.ly,,,,+218 91-0443444,,,,,,,,,,,,,,,,,
OP Libya Higher Al Tamayuz,,,,,,,,,,Higher Al Tamayuz,,,,,,* myContacts,* ,info@higheratamyuz.com,,,,+218 91-3236401,,,,,,,,,,,,,,,,,
OP Libya Mizan Consultancy & training,,,,,,,,,,Mizan Consultancy & training,,,,,,* myContacts,* ,info@mizan.com.ly,,,,+218 92-5574101,,,,,,,,,,,,,,,,,
OP Libya Streamline Technology Ltd,,,,,,,,,,Streamline Technology Ltd,,,,,,* myContacts,* ,odoo@streamline.com.ly,,,,+218 92 0924268,,,,,,,,,,,,,,,,,
OP Libya System for IT Solutions,,,,,,,,,,System for IT Solutions,,,,,,* myContacts,* ,Info@system.com.ly,,,,+218 91-1916770,,,,,,,,,,,,,,,,,
OP Libya TechnoMates,,,,,,,,,,TechnoMates,,,,,,* myContacts,* ,sa@tmict.com,,,,+218 91-5600111,,,,,,,,,,,,,,,,,
OP Libya Websers Technology,,,,,,,,,,Websers Technology,,,,,,* myContacts,* ,admin@websers.ly,,,,+90 552 726 90 67,,,,,,,,,,,,,,,,,
OP Libya شركة طريق الرشاد للتقنية والاستشارات,,,,,,,,,,شركة طريق الرشاد للتقنية والاستشارات,,,,,,* myContacts,* ,ali@rashad.ly,,,,+218 91-2200091,,,,,,,,,,,,,,,,,
"OP Lithuania Avakompas, UAB",,,,,,,,,,"Avakompas, UAB",,,,,,* myContacts,* ,algirdas@avakomp.lt,,,,+370 673 97800,,,,,,,,,,,,,,,,,
"OP Lithuania Devtouch!, UAB",,,,,,,,,,"Devtouch!, UAB",,,,,,* myContacts,* ,aidas@devtouch.lt,,,,+370 679 50071,,,,,,,,,,,,,,,,,
"OP Lithuania HardChain, MB",,,,,,,,,,"HardChain, MB",,,,,,* myContacts,* ,info@rocketfixer.com,,,,+370 650 42261,,,,,,,,,,,,,,,,,
OP Lithuania Honestus UAB,,,,,,,,,,Honestus UAB,,,,,,* myContacts,* ,info@honestus.lt,,,,+370 663 69955,,,,,,,,,,,,,,,,,
"OP Lithuania Icodlab, UAB",,,,,,,,,,"Icodlab, UAB",,,,,,* myContacts,* ,odoo@icodelab.eu,,,,+370 670 00818,,,,,,,,,,,,,,,,,
OP Lithuania ITVISION UAB,,,,,,,,,,ITVISION UAB,,,,,,* myContacts,* ,zygimantas.grinys@itvision.lt,,,,+370 610 16615,,,,,,,,,,,,,,,,,
"OP Lithuania UAB ""SANDAS""",,,,,,,,,,"UAB ""SANDAS""",,,,,,* myContacts,* ,info@sandas.lt,,,,+370 650 59077,,,,,,,,,,,,,,,,,
OP Lithuania UAB Informacinių technologijų organizacija,,,,,,,,,,UAB Informacinių technologijų organizacija,,,,,,* myContacts,* ,linas.d@ito.lt,,,,+370 686 10479,,,,,,,,,,,,,,,,,
OP Lithuania UAB Instante,,,,,,,,,,UAB Instante,,,,,,* myContacts,* ,tomas.jacikevicius@instante.lt,,,,+370 640 60029,,,,,,,,,,,,,,,,,
"OP Lithuania Umina LT, MB",,,,,,,,,,"Umina LT, MB",,,,,,* myContacts,* ,tomas@umina.eu,,,,+370 670 59401,,,,,,,,,,,,,,,,,
OP Lithuania Versada UAB,,,,,,,,,,Versada UAB,,,,,,* myContacts,* ,info@versada.eu,,,,+370 37 245885,,,,,,,,,,,,,,,,,
"OP Lithuania Via laurea, UAB",,,,,,,,,,"Via laurea, UAB",,,,,,* myContacts,* ,info@vialaurea.com,,,,+370 46 302530,,,,,,,,,,,,,,,,,
OP Luxembourg AASCI Computer Luxembourg sarl,,,,,,,,,,AASCI Computer Luxembourg sarl,,,,,,* myContacts,* ,contact@aasci.lu,,,,+352 20 21 39 77,,,,,,,,,,,,,,,,,
OP Luxembourg ABAKUS IT-SOLUTIONS,,,,,,,,,,ABAKUS IT-SOLUTIONS,,,,,,* myContacts,* ,sales@abakusitsolutions.eu,,,,+352 20 88 20 52,,,,,,,,,,,,,,,,,
OP Luxembourg Acsone Luxembourg,,,,,,,,,,Acsone Luxembourg,,,,,,* myContacts,,,,,,+352 20 21 10 20,,,,,,,,,,,,,,,,,
OP Luxembourg Captivea Luxembourg,,,,,,,,,,Captivea Luxembourg,,,,,,* myContacts,* ,contactlu@captivea.com,,,,+352 20 33 41 42,,,,,,,,,,,,,,,,,
OP Luxembourg Cyberioo S.à r.l.,,,,,,,,,,Cyberioo S.à r.l.,,,,,,* myContacts,* ,eric.pirlot@cyberioo.com,,,,+352 691 854 540,,,,,,,,,,,,,,,,,
OP Luxembourg In Extenso Belux S.A.,,,,,,,,,,In Extenso Belux S.A.,,,,,,* myContacts,* ,christophe.driess@inextenso-belux.com,,,Mobile,+352 23 65 18 88310,,,,,Home,"6, rue dÕArlon - B‰t. C	8399 Windhof Luxembourg","6, rue dÕArlon - B‰t. C	8399 Windhof Luxembourg",,,,,,,Home Page,https://www.inextenso-belux.com/,,
OP Luxembourg INETUM Luxembourg SA,,,,,,,,,,INETUM Luxembourg SA,,,,,,* myContacts,,,,,,+33 (0)1 44 04 50 00,,,,,,,,,,,,,,,,,
OP ,,Luxembourg Integrated Data Solutions SARL,,,,,,,,Integrated Data Solutions SARL,,,,,,* myContacts,* ,info@ids-consult.com,,,,+352 661 219 852,,,,,,,,,,,,,,,,,
OP Luxembourg IT Consultancy Sàrl,,,,,,,,,,IT Consultancy Sàrl,,,,,,* myContacts,* ,info@it-c.lu,,,,+352 20 60 26 661,,,,,,,,,,,,,,,,,
OP Luxembourg M.E.S. Company,,,,,,,,,,M.E.S. Company,,,,,,* myContacts,* ,fbovy@mescompany.lu,,,,+352 691 730 485,,,,,,,,,,,,,,,,,
OP Luxembourg Metrum,,,,,,,,,,Metrum,,,,,,* myContacts,* ,info@metrum.lu,,,,+352 26 00 87 01,,,,,,,,,,,,,,,,,
OP Luxembourg NSI Luxembourg,,,,,,,,,,NSI Luxembourg,,,,,,* myContacts,* ,francois.lange@nsi.lu,,,,+352 32 42 39 9150,,,,,,,,,,,,,,,,,
OP Luxembourg SimplyCIT,,,,,,,,,,SimplyCIT,,,,,,* myContacts,* ,info@simplycit.lu,,,,+352 671 045 717,,,,,,,,,,,,,,,,,
OP Luxembourg Sinfony SA,,,,,,,,,,Sinfony SA,,,,,,* myContacts,* ,antoine.ngo@sinfony.eu,,,,+352 661 406 977,,,,,,,,,,,,,,,,,
OP Luxembourg Smart PME,,,,,,,,,,Smart PME,,,,,,* myContacts,* ,info@spme.lu,,,,+352 48 91 61 1,,,,,,,,,,,,,,,,,
OP Luxembourg Squareflow,,,,,,,,,,Squareflow,,,,,,* myContacts,,,,,,+32 2 897 87 78,,,,,,,,,,,,,,,,,
OP Madagascar eTech,,,,,,,,,,eTech,,,,,,* myContacts,* ,etech@etechconsulting-mg.com,,,,+261 34 19 620 90,,,,,,,,,,,,,,,,,
OP Madagascar INGENOSYA Business Services,,,,,,,,,,INGENOSYA Business Services,,,,,,* myContacts,* ,contact@ingenosya.mg,,,,+261 32 05 693 62,,,,,,,,,,,,,,,,,
OP Madagascar KASIA SARL,,,,,,,,,,KASIA SARL,,,,,,* myContacts,* ,jules@kasia.mg,,,,+261 34 60 011 66,,,,,,,,,,,,,,,,,
OP Madagascar Nexources,,,,,,,,,,Nexources,,,,,,* myContacts,* ,nexources@nexources.com,,,,+261 (0) 38 94 094 59,,,,,,,,,,,,,,,,,
OP Malaysia A1 Consulting Sdn Bhd,,,,,,,,,,A1 Consulting Sdn Bhd,,,,,,* myContacts,* ,my@a1consulting.asia,,,,+60 7-460 0364,,,,,,,,,,,,,,,,,
OP Malaysia Alitec Solutions Sdn Bhd,,,,,,,,,,Alitec Solutions Sdn Bhd,,,,,,* myContacts,* ,admin@alitec.asia,,,Mobile,+60327123253,,,,,Home,"Wisma S P Setia, (A) C3-0315, Jalan Indah 15, Taman Bukit Indah81200 Johor Malaysia","Wisma S P Setia, (A) C3-0315, Jalan Indah 15, Taman Bukit Indah81200 Johor Malaysia",,,,,,,Home Page,https://www.alitec.sg/,,
OP Malaysia BROWSEINFO MALAYSIA PLT,,,,,,,,,,BROWSEINFO MALAYSIA PLT,,,,,,* myContacts,* ,malaysia@browseinfo.in,,,,+60-0340432576,,,,,,,,,,,,,,,,,
OP Malaysia COMPUTS SDN BHD,,,,,,,,,,COMPUTS SDN BHD,,,,,,* myContacts,* ,sales@computs.com.my,,,,+60 3-7733 7735,,,,,,,,,,,,,,,,,
OP Malaysia Onnet Consulting Sdn Bhd,,,,,,,,,,Onnet Consulting Sdn Bhd,,,,,,* myContacts,* ,enquiry@on.net.my,,,,+60 3-7880 0887,,,,,,,,,,,,,,,,,
OP Malaysia Port Cities Malaysia,,,,,,,,,,Port Cities Malaysia,,,,,,* myContacts,* ,malaysia@portcities.net,,,,+60 3-2096 9568,,,,,,,,,,,,,,,,,
OP Malaysia Precomp (Malaysia) Sdn Bhd,,,,,,,,,,Precomp (Malaysia) Sdn Bhd,,,,,,* myContacts,* ,steven@precomp.net,,,,+60 19-682 9888,,,,,,,,,,,,,,,,,
OP Malaysia Quocent Sdn Bhd,,,,,,,,,,Quocent Sdn Bhd,,,,,,* myContacts,* ,saswat@quocent.com,,,,+60 17-582 9050,,,,,,,,,,,,,,,,,
OP Malaysia Softlakes Sdn Bhd,,,,,,,,,,Softlakes Sdn Bhd,,,,,,* myContacts,* ,sales@wiz.asia,,,,+60 12-286 3169,,,,,,,,,,,,,,,,,
OP Malaysia Stradaverse Sdn Bhd,,,,,,,,,,Stradaverse Sdn Bhd,,,,,,* myContacts,* ,welisten@stradaverse.ai,,,,+60 11-2184 9798,,,,,,,,,,,,,,,,,
OP Malaysia Yape Sdn Bhd,,,,,,,,,,Yape Sdn Bhd,,,,,,* myContacts,* ,genesis@yape.my,,,,+60 16-811 1139,,,,,,,,,,,,,,,,,
OP Malaysia Zen Computer System Sdn Bhd,,,,,,,,,,Zen Computer System Sdn Bhd,,,,,,* myContacts,* ,hadi@zen.com.my,,,,+60 19-461 6425,,,,,,,,,,,,,,,,,
OP Maldives EUSOL,,,,,,,,,,EUSOL,,,,,,* myContacts,* ,info@eusol.net,,,,+960 7793404,,,,,,,,,,,,,,,,,
OP Maldives HASH Maldives,,,,,,,,,,HASH Maldives,,,,,,* myContacts,* ,samah@hash.mv,,,,+960 995-7993,,,,,,,,,,,,,,,,,
OP Maldives ICT Field Pvt Ltd,,,,,,,,,,ICT Field Pvt Ltd,,,,,,* myContacts,* ,rifath@ictfield.com,,,,+960 778-4026,,,,,,,,,,,,,,,,,
OP Maldives ROKNET,,,,,,,,,,ROKNET,,,,,,* myContacts,* ,hello@roknet.mv,,,,+960 400-0004,,,,,,,,,,,,,,,,,
OP Mali AOS,,,,,,,,,,AOS,,,,,,* myContacts,* ,contact@aosmali.com,,,,+223 73 60 73 73,,,,,,,,,,,,,,,,,
"OP Mali Conseil, Management, Audit et Formation SAS (CMAF SAS)",,,,,,,,,,"Conseil, Management, Audit et Formation SAS (CMAF SAS)",,,,,,* myContacts,,,,,,+223 66 69 08 57,,,,,,,,,,,,,,,,,
OP Mali Digiten SARL,,,,,,,,,,Digiten SARL,,,,,,* myContacts,* ,idiallo@digitenml.com,,,,+223 70 98 76 68,,,,,,,,,,,,,,,,,
OP Mali Growth Mali,,,,,,,,,,Growth Mali,,,,,,* myContacts,* ,abdalanas@yahoo.fr,,,,+223 76 40 99 64,,,,,,,,,,,,,,,,,
OP Malta 4Sight Technologies Limited,,,,,,,,,,4Sight Technologies Limited,,,,,,* myContacts,* ,odoo@4sight.mt,,,,+356 2780 0882,,,,,,,,,,,,,,,,,
OP Malta Aviense Ltd.,,,,,,,,,,Aviense Ltd.,,,,,,* myContacts,* ,martin.borg@aviense.eu,,,,+356 7902 2011,,,,,,,,,,,,,,,,,
OP Malta WST Systems Limited,,,,,,,,,,WST Systems Limited,,,,,,* myContacts,* ,nz@wstsystems.com,,,,+356 9949 3257,,,,,,,,,,,,,,,,,
OP Martinique GMES,,,,,,,,,,GMES,,,,,,* myContacts,* ,d.lagrandcourt@gmes.fr,,,,+596 696 08 42 04,,,,,,,,,,,,,,,,,
OP Martinique Nalios Antilles-Guyana,,,,,,,,,,Nalios Antilles-Guyana,,,,,,* myContacts,* ,Nalios Antilles-Guyana,,,,+596 696 83 83 80,,,,,,,,,,,,,,,,,
OP Martinique NASDY,,,,,,,,,,NASDY,,,,,,* myContacts,* ,odoo@bisoftlab.com,,,,+596 596 18 65 85,,,,,,,,,,,,,,,,,
OP Martinique Niboo Caraïbes,,,,,,,,,,Niboo Caraïbes,,,,,,* myContacts,* ,sales.caraibes@niboo.com,,,,‭+32 496 25 51 91,,,,,,,,,,,,,,,,,
